,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
544,I230425_000167,"Trigger: C: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 55.56 GB of 59.66 GB (93.13 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem C:, FSNAME:C:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101X02X
Host group: EXCH, Exchange/Lestrem, Lestrem/Exchange
Host description: 
Zabbix event ID: 1060404754",Incidents/Infrastructure/System/Exchange On'prem,S101X02X,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
545,I230421_000049,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-260-CSV10' ('CLU-GEO-260-CSV10') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-260-CSV10' ('CLU-GEO-260-CSV10') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1682057
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S260V104, Opened at:1682057, RT:CORP_ISC_Wintel
Host: S260V104
Host group: ST/Windows, VSRV, Windows/ST
Host description: 
Zabbix event ID: 1056467317",Incidents/Infrastructure/System/Hyper-V,S260V104,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
546,I230421_000050,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-260-CSV10' ('CLU-GEO-260-CSV10') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-260-CSV10' ('CLU-GEO-260-CSV10') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1682057
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S260V101, Opened at:1682057, RT:CORP_ISC_Wintel
Host: S260V101
Host group: ST/Windows, VSRV, Windows/ST
Host description: 
Zabbix event ID: 1056467335",Incidents/Infrastructure/System/Hyper-V,S260V101,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
548,I230430_000073,"Trigger: Process w3wp not running
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:w3wp, Host:S109A92, RT:CORP_ISC_Wintel
Host: S109A92
Host group: Beinheim/Windows, SYME, Windows/Beinheim
Host description: 
Zabbix event ID: 1064985748",Incidents/Infrastructure/System/Manufacturing Apps,S109A92,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
549,I230430_000070,"Trigger: C: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 53.71 GB of 59.56 GB (90.18 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem C:, FSNAME:C:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S201I03
Host group: Cassano Spinola/Windows, OTMA, Windows/Cassano Spinola
Host description: 
Zabbix event ID: 1065148046",Incidents/Infrastructure/System/Print/Follow me,S201I03,CORP_ISC_L1,3 - Low,3.0,1 working day
550,I230412_000014,"Trigger: System time is out of sync (diff with Zabbix server > 600s)
Responsible team: CORP_ISC_Wintel
Trigger description: The host system time is different from the Zabbix server time.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:General, RT:CORP_ISC_Wintel
Host: S101A345
Host group: IAM, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1048048199",Incidents/Infrastructure/System/Server,S101A345,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
551,I230414_000209,"Trigger: ""UALSVC"" (User Access Logging Service) is not running (startup type automatic delayed)
Responsible team: CORP_ISC_Wintel
Trigger description: The service has a state other than ""Running"" for the last three times.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Services, RT:CORP_ISC_Wintel
Host: S101A925
Host group: AVIR, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1050157281",Incidents/Infrastructure/Network/Anti-virus,S101A925,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
552,I230409_000055,"Trigger: Job JOBS.TM_SMC_000_MD_CIF_INIT_01; in workflow TM_SMC_000_MD_CIF_INIT; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;TM_SMC_000_MD_CIF_INIT;JOBP;0422303384;JOBS.TM_SMC_000_MD_CIF_INIT_01;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;TM_SMC_000_MD_CIF_INIT;JOBP;0422303384;JOBS.TM_SMC_000_MD_CIF_INIT_01;P3, Opened at:1681054, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1045832220",Incidents/Software/Business Application/SAP/SAP Monitoring/TM Monitoring,S101A779,CORP_ISC_L1,3 - Low,3.0,8 h office
553,I230427_000304,"Trigger: C: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 54.04 GB of 59.65 GB (90.59 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem C:, FSNAME:C:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101A565
Host group: Lestrem/Windows, SHAT, Windows/Lestrem
Host description: 
Zabbix event ID: 1062475536",Incidents/Infrastructure/System/Sharepoint,S101A565,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
554,I230411_000215,"Trigger: Event ID - 1065 Event - The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Responsible team: CORP_ISC_Wintel
Trigger description: The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={414D3F05-1044-4567-A950-BB4B444D5CF8},cn=policies,cn=system,DC=roquette,DC=corp,DC=priv. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled, stopped, or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.
Opened at: 1681223
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-GroupPolicy, Application:Event log System, EVENT_ID:1065, Host:S202A68, Opened at:1681223, RT:CORP_ISC_Wintel
Host: S202A68
Host group: Benifayo Espana/Windows, VPMS, Windows/Benifayo Espana
Host description: 
Zabbix event ID: 1047573102",Incidents/Infrastructure/System/RDS,S202A68,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
555,I230407_000148,"Trigger: Thresholded job JOBS.QLIK.LAUNCH.TASK; in workflow QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION; completed with status ENDED_NOT_OK - aborted; Responsible team: CORP_ISC_Scheduling Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000001;QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION;JOBP;0421516493;JOBS.QLIK.LAUNCH.TASK;P3 Trigger severity: Average Trigger nseverity: 3 Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000001;QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION;JOBP;0421516493;JOBS.QLIK.LAUNCH.TASK;P3, Opened at:1680870, RT:CORP_ISC_Scheduling Host: S101A779 Host group: Lestrem/Windows, ORDT, Windows/Lestrem Host description: Zabbix event ID: 1043953065Trigger: Job JOBS.QLIK.LAUNCH.TASK; in workflow QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION; completed with status ENDED_NOT_OK - aborted; Responsible team: CORP_ISC_Scheduling Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000001;QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION;JOBP;0421516493;JOBS.QLIK.LAUNCH.TASK;P3 Trigger severity: Average Trigger nseverity: 3 Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000001;QLIK.TASK_GLOBAL_SNG_EXTRACT_FLAT_FILES_ADMINISTRATION;JOBP;0421516493;JOBS.QLIK.LAUNCH.TASK;P3, Opened at:1680868, RT:CORP_ISC_Scheduling Host: S101A779 Host group: Lestrem/Windows, ORDT, Windows/Lestrem Host description: Zabbix event ID: 1043934288",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
556,I230407_000143,"Trigger: D: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 82.8 GB of 92 GB (90 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem D:, FSNAME:D:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101A750
Host group: IPAM, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1043928317",Incidents/Infrastructure/System/Server,S101A750,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
557,I230428_000048,"Trigger: SMTP service is down on S201F01
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SMTP service
Host: S201F01
Host group: BURO, Cassano Spinola/Windows, Windows/Cassano Spinola
Host description: 
Zabbix event ID: 1062808950",Incidents/Infrastructure/System/Files Server,S201F01,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
558,I230414_000302,"Trigger: Zabbix agent and host is not available
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent and host is not available by ping.
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S101A298
Host group: AZUR, Azure/Windows, Windows/Azure
Host description: 
Zabbix event ID: 1050503015",Incidents/Infrastructure/System/AZURE,S101A298,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
559,I230414_000103,"Trigger: Thresholded job JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01; in workflow PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER;JOBP;0424067183;JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER;JOBP;0424067183;JOBS.PM_MPO_000_MANUFACTURING_EXECUTION_5_AMER_01;P3, Opened at:1681458, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1049980782",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
560,I230413_000261,"Trigger: E: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 1.15 TB of 1.27 TB (90.73 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem E:, FSNAME:E:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101A892
Host group: LACH, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1049620363",Incidents/Infrastructure/System/Laboratories Apps,S101A892,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
561,I230414_000211,"Trigger: D: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 75.74 GB of 83 GB (91.26 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem D:, FSNAME:D:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101A826
Host group: ITRS, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1050158877",Incidents/Infrastructure/System/Manufacturing Apps,S101A826,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
562,I230414_000139,"Trigger: D: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 36.02 GB of 40 GB (90.06 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem D:, FSNAME:D:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101A219
Host group: BAST, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1050032798",Incidents/Infrastructure/System/BAST,S101A219,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
563,I230415_000049,"Metric Alert: WEB APPLICATION SAP MII M10 - SERVICE UNAVAILABLETriggered On:15/04/2023 at 04:45 UTC 
For the Context:
Device.entity: Lestrem-Home
Web.error.adapter_type: WiFi  
The following conditions were breached:
MetricName: Total number http 5031
Threshold: 
Metric Value: AP
 MII M10 - LESTREM
*://
pmiim10.roquette.corp.priv/* - Service unavailable
Application: SAP MII
SID: M10
Hostname: S101A229
Location: Lestrem ",Incidents/Infrastructure/System/Server,S101A229,CORP_ISC_L1,1 - High,1.0,ISC SLA INC P1
564,I230415_000054,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-210-CSV10' ('CLU-GEO-210-CSV10') has entered a paused state because of '(c0000128)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-210-CSV10' ('CLU-GEO-210-CSV10') has entered a paused state because of '(c0000128)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1681540
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S210V104, Opened at:1681540, RT:CORP_ISC_Wintel
Host: S210V104
Host group: Keokuk/Windows, VSRV, Windows/Keokuk
Host description: 
Zabbix event ID: 1050818468",Incidents/Infrastructure/System/Hyper-V,S210V104,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
565,I230415_000055,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-210-CSV10' ('CLU-GEO-210-CSV10') has entered a paused state because of '(c00000c4)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-210-CSV10' ('CLU-GEO-210-CSV10') has entered a paused state because of '(c00000c4)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1681540
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S210V105, Opened at:1681540, RT:CORP_ISC_Wintel
Host: S210V105
Host group: Keokuk/Windows, VSRV, Windows/Keokuk
Host description: 
Zabbix event ID: 1050818819",Incidents/Infrastructure/System/Hyper-V,S210V105,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
566,I230414_000028,"Trigger: SAP Solman detect problem on s260a70 such as EVENT_ID_1945
Responsible team: CORP_ISC_SAP
Trigger description: 20230414070934;s260a70;005056A5D24B1EEDB6D0518CAA6B504C;EVENT_ID_1945;Critical;
Opened at: 1681449
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681449, RT:CORP_ISC_SAP, TriggerValue:s260a70 such as EVENT_ID_1945
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1049868897",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
567,I230414_000020,"Trigger: Event ID - 5120 Event - Cluster Shared Volume 'CLU-GEO-210-CSV3' ('CLU-GEO-210-CSV3') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Responsible team: CORP_ISC_Wintel
Trigger description: Cluster Shared Volume 'CLU-GEO-210-CSV3' ('CLU-GEO-210-CSV3') has entered a paused state because of '(c0130021)'. All I/O will temporarily be queued until a path to the volume is reestablished.
Opened at: 1681445
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:Microsoft-Windows-FailoverClustering, Application:Event log System, EVENT_ID:5120, Host:S210V105, Opened at:1681445, RT:CORP_ISC_Wintel
Host: S210V105
Host group: Keokuk/Windows, VSRV, Windows/Keokuk
Host description: 
Zabbix event ID: 1049829674",Incidents/Infrastructure/System/Hyper-V,S210V105,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
568,I230414_000087,"Trigger: PivotalCheck error: 4/12/2023 4:42 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Responsible team: CORP_ISC_Wintel
Trigger description: 4/12/2023 4:42 PM : Check#4 - Last users Synchronization-Synchronization problem : Please Check E-PIVO-PIL-0003- (On S260A13)
Opened at: 1681456
Trigger severity: High
Trigger nseverity: 4
Trigger tags: App_Source:PivotalCheck, Application:Event log Application, Content, EVENT_ID:9001, Host:S260A13, Opened at:1681456, RT:CORP_ISC_Wintel
Host: S260A13
Host group: PIVO, ST/Windows, Windows/ST
Host description: 
Zabbix event ID: 1049950785",Incidents/Infrastructure/System/Pivotal,S260A13,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
569,I230414_000076,"Trigger: DNS Server Event ID - 4004 Event - The DNS server was unable to complete directory service enumeration of zone 167.10.in-addr.arpa.  This DNS server is configured to use information obtained from Active Directory for this zone and is unable to load the zone without it.  Check that the Active Directory is functioning properly and repeat enumeration of the zone. The extended error debug information (which may be empty) is """". The event data contains the error.
Responsible team: CORP_ISC_Wintel
Trigger description: The DNS server was unable to complete directory service enumeration of zone 167.10.in-addr.arpa.  This DNS server is configured to use information obtained from Active Directory for this zone and is unable to load the zone without it.  Check that the Active Directory is functioning properly and repeat enumeration of the zone. The extended error debug information (which may be empty) is """". The event data contains the error.
Opened at: 1681455
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:Microsoft-Windows-DNS-Server-Service, Application:Event log DNS, EVENT_ID:4004, Host:S244T01R, Opened at:1681455, RT:CORP_ISC_Wintel
Host: S244T01R
Host group: AD_E, Windows/Wuhan, Wuhan/Windows
Host description: 
Zabbix event ID: 1049936372",Incidents/Infrastructure/System/Domain controler,S244T01R,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
